[2024-04-30 21:59:09,292    GlobalStatic.py:Create_InitLogger:    INFO] **************************************Program Start*****************************************
[2024-04-30 21:59:09,293    GlobalStatic.py:Create_InitLogger:    INFO] {'result': '1'}
[2024-04-30 22:01:45,649              IQ.py:   Gen_OFF:    INFO] IQ.IQ:Gen_OFF start
[2024-04-30 22:01:45,649              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:01:45,649             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:01:45,649             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A,OFF;
[2024-04-30 22:01:45,649             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:01:45,649             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:01:45,850             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:01:45,850             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:45,850              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:45,850              IQ.py:   Gen_OFF:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:45,850             cli.py:  <module>:    INFO] {'result': '1', 'data': ';0,"No error"', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:01:45,850             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:01:57,291             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,Get_Pwr,2437,13,1,1A
[2024-04-30 22:01:57,291              IQ.py:   Get_Pwr:    INFO] IQ.IQ:Get_Pwr start
[2024-04-30 22:01:57,291              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-04-30 22:01:57,291              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '2'}
[2024-04-30 22:01:57,291              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:01:57,292             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:01:57,292             TCP.py:     write:    INFO] MROUT1;PORT:RES RF1A, MVSA1;
[2024-04-30 22:01:57,292             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:01:57,292             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:01:57,503             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:01:57,503             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:57,503              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:57,503              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:01:57,503             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:01:57,503             TCP.py:     write:    INFO] MVSAALL:INST:COUN 1;MVSA1;FREQ 2437000000.000000;
[2024-04-30 22:01:57,504             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:01:57,504             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:01:57,706             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:01:57,706             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:57,706              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:57,707              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:01:57,707             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:01:57,707             TCP.py:     write:    INFO] MVSA1;RLEV 13.0;MVSA1;TRIG:SOUR IMMediate;MVSA1;TRIG:LEV -25.000000;;MVSA1;TRIG:OFFS -0.000150;
[2024-04-30 22:01:57,707             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:01:57,708             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:01:57,908             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:01:57,908             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:57,908              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:57,909              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:01:57,909             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:01:57,909             TCP.py:     write:    INFO] CHAN1;
[2024-04-30 22:01:57,909             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:01:57,909             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:01:58,127             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:01:58,127             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:58,127              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:58,128              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:01:58,128             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:01:58,128             TCP.py:     write:    INFO] MVSA1;SRATE 160000000.000000;;MVSA1;TRIG:SOUR IMM;;MVSA1;TRIG:MODE SSH;;MVSA1;TRIG:SLOPE POS;;MVSA1;TRIG:TYPE EDGE;;MVSA1;CAPT:TIME 0.020000;;MVSA1; INIT;
[2024-04-30 22:01:58,128             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:01:58,128             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:01:58,330             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:01:58,330             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:58,330              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:58,330              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:01:58,331             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:01:58,331             TCP.py:     write:    INFO] GPRF;CONF:POW:PHAS:FILT NONE;
[2024-04-30 22:01:58,331             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:01:58,331             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:01:58,549             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:01:58,549             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:58,549              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:58,549              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:01:58,549             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:01:58,549             TCP.py:     write:    INFO] GPRF;CLE:ALL;FORMat:READings:DATA ASC;GPRF;CONF:pow:phas:spec:ILEN 1.000000e-003;GPRF;CONF:pow:phas:spec:MLEN 1.000000e-003;CALC:PHAS:INT 0,1;CALC:POW:INT 0,1;
[2024-04-30 22:01:58,550             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:01:58,550             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:01:58,767             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:01:58,767             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:58,767              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:58,767             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:01:58,768             TCP.py:     query:    INFO] GPRF;FETCh:SEGM1:POW?;
[2024-04-30 22:01:58,783             TCP.py:     query:    INFO] ;0,1.1084377e+01
[2024-04-30 22:01:58,783             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,1.1084377e+01'}
[2024-04-30 22:01:58,783              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:01:58,783             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:01:58,784             TCP.py:     write:    INFO] MROUT1;PORT:RES RF1A,OFF;
[2024-04-30 22:01:58,784             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:01:58,784             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:01:58,985             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:01:58,985             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:58,985              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:01:58,985              IQ.py:   Get_Pwr:    INFO] {'result': '1', 'data': ';0,1.1084377e+01', 'cable_loss': 2.0, 'test_data': '13.08|2.0|'}
[2024-04-30 22:01:58,985             cli.py:  <module>:    INFO] {'result': '1', 'data': ';0,1.1084377e+01', 'cable_loss': 2.0, 'test_data': '13.08|2.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:01:58,985             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:01:59,004             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,Cal_Golden,0,1A,2421311400037,2437 MCS0 HT_MF BW-20 TX1,13,13.08
[2024-04-30 22:01:59,005              IQ.py:Cal_Golden:    INFO] IQ.IQ:Cal_Golden start
[2024-04-30 22:01:59,005              IQ.py:Cal_Golden:    INFO] bCal = 0
[2024-04-30 22:01:59,005              IQ.py:Cal_Golden:    INFO] {'result': '1', 'compensate_loss': '0', 'test_data': '13.08|0|'}
[2024-04-30 22:01:59,005             cli.py:  <module>:    INFO] {'result': '1', 'compensate_loss': '0', 'test_data': '13.08|0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:01:59,005             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:03:08,413             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-04-30 22:03:08,413              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-04-30 22:03:08,413              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-04-30 22:03:08,413              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-04-30 22:03:08,413              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:03:08,413             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:03:08,413             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-04-30 22:03:08,414             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:03:08,414             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:03:08,622             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:03:08,622             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:08,623              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:08,623              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:03:08,623             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:03:08,623             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-04-30 22:03:08,623             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:03:08,623             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:03:08,825             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:03:08,826             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:08,826              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:08,826              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:03:08,826             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:03:08,826             TCP.py:     write:    INFO] MVSG1;FREQ 1575520000.000000;MVSG1;POW:LEV -88.0;
[2024-04-30 22:03:08,826             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:03:08,827             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:03:09,028             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:03:09,028             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:09,028              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:09,028              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:03:09,028             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:03:09,028             TCP.py:     write:    INFO] MVSG1;MOD:STAT OFF;
[2024-04-30 22:03:09,028             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:03:09,028             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:03:09,246             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:03:09,247             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:09,247              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:09,247              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:03:09,247             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:03:09,247             TCP.py:     write:    INFO] MVSG1;POW:STAT ON;;SYS;
[2024-04-30 22:03:09,247             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:03:09,247             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:03:09,449             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:03:09,450             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:09,450              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:09,450              IQ.py:     GenCW:    INFO] {'result': '1', 'data': ';0,"No error"', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-04-30 22:03:09,450             cli.py:  <module>:    INFO] {'result': '1', 'data': ';0,"No error"', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:03:09,450             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:03:15,393             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,Gen_OFF,2A
[2024-04-30 22:03:15,393              IQ.py:   Gen_OFF:    INFO] IQ.IQ:Gen_OFF start
[2024-04-30 22:03:15,393              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:03:15,393             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:03:15,393             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A,OFF;
[2024-04-30 22:03:15,393             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:03:15,393             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:03:15,611             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:03:15,611             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:15,612              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:15,612              IQ.py:   Gen_OFF:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:15,612             cli.py:  <module>:    INFO] {'result': '1', 'data': ';0,"No error"', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:03:15,612             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:03:27,170             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,Get_Pwr,2437,13,1,1A
[2024-04-30 22:03:27,171              IQ.py:   Get_Pwr:    INFO] IQ.IQ:Get_Pwr start
[2024-04-30 22:03:27,171              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-04-30 22:03:27,171              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '2'}
[2024-04-30 22:03:27,171              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:03:27,171             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:03:27,171             TCP.py:     write:    INFO] MROUT1;PORT:RES RF1A, MVSA1;
[2024-04-30 22:03:27,172             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:03:27,172             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:03:27,373             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:03:27,373             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:27,373              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:27,373              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:03:27,373             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:03:27,374             TCP.py:     write:    INFO] MVSAALL:INST:COUN 1;MVSA1;FREQ 2437000000.000000;
[2024-04-30 22:03:27,374             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:03:27,374             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:03:27,575             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:03:27,576             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:27,576              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:27,576              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:03:27,576             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:03:27,576             TCP.py:     write:    INFO] MVSA1;RLEV 13.0;MVSA1;TRIG:SOUR IMMediate;MVSA1;TRIG:LEV -25.000000;;MVSA1;TRIG:OFFS -0.000150;
[2024-04-30 22:03:27,576             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:03:27,576             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:03:27,778             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:03:27,778             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:03:27,778              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
